SERIES,CNTRY,TRN,AGG,UNIT,REF,CODE,COUNTRY,SUB-CHAPTER,TITLE,UNIT,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,,,,,,,
JPN.1.0.99.0.UTKG,JPN,1,0,99,0,UTKG,Japan,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04133,2.64098,3.51543,4.45456,5.39214,7.76984,9.78163,12.75527,11.79626,11.83709,12.00231,17.80323,21.85836,23.58435,21.54587,17.87535,17.40421,14.55657,15.5584,18.48709,15.17818,13.30481,10.9673,10.26594,9.38844,12.14872,9.28047,9.98071,8.26782,12.23138,11.04807,14.87687,11.38886,12.53724,13.3412,17.74089,17.27604,17.87095,19.40389,18.49832,19.17881,20.52307,21.29668,0,0,0,,,,,,,
USA.1.0.99.0.UTKG,USA,1,0,99,0,UTKG,United States,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,Mrd ECU/EUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6604,5.5328,6.0654,5.3591,5.2805,5.1968,6.472,8.1289,5.6424,5.5025,6.3045,8.2959,10.3122,9.3123,10.5952,11.7077,10.1802,9.1612,9.3989,11.2866,12.3721,12.5868,12.1678,15.0615,17.0052,15.3202,18.2004,23.7858,28.8942,34.4397,38.5876,39.8569,34.5335,25.0583,24.403,24.4556,26.3444,23.2963,22.91,18.0716,14.8744,10.5816,14.9785,19.7152,17.9282,23.0343,22.8419,231.7347,23.8149,19.1601,22.163,29.0459,38.8905,39.529,0,0,0,,,,,,,
EU27.1.0.319.0.UTKG,EU27,1,0,319,0,UTKG,European Union,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2489644,0.2260033,0.3137481,0.2543528,0.2344975,0.2344687,0.2273551,0.2475089,0.4198092,0.3374882,0.2648866,0.2321776,0.2353568,0.2272799,0.3291183,0.2372402,0.2801218,0.2305724,0.2844158,0.2600694,0.2765611,0.3078842,0.2800595,0.2695297,0.2673764,0.2800278,0.314415,0.2829226,0.2825752,0.2839053,0.2829643,0.28261,,,,,,,
EU15.1.0.319.0.UTKG,EU15,1,0,319,0,UTKG,European Union (15 countries),01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2468468,0.2278534,0.3017043,0.2518576,0.2354236,0.2384168,0.2345682,0.2507627,0.4005254,0.3322978,0.2714558,0.2478612,0.2534373,0.4674486,0.3455573,0.24415,0.2866283,0.24062,0.2998155,0.2717512,0.2905169,0.3213475,0.3005484,0.2904435,0.2861902,0.30199,0.3362355,0.3089524,0.3123308,0.3154156,0.3167368,0.3186715,,,,,,,
EA19.1.0.319.0.UTKG,EA19,1,0,319,0,UTKG,Euro area (19 countries),01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2639174,0.2412471,0.3392745,0.2737345,0.2507815,0.2508377,0.2438458,0.2672723,0.4603256,0.3682163,0.2906113,0.2552415,0.2599719,0.2513741,0.3677487,0.2658033,0.3150261,0.2594927,0.3221601,0.2939421,0.3121329,0.3494207,0.3183348,0.3063604,0.3005463,0.3186023,0.3602696,0.323873,0.3254246,0.3271337,0.3275896,0.3281476,,,,,,,
EA20.1.0.319.0.UTKG,EA20,1,0,319,0,UTKG,Euro area,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2631641,0.2405364,0.3381524,0.2727656,0.2499596,0.2500053,0.242996,0.2662713,0.4585165,0.3667046,0.2893596,0.2540915,0.2587579,0.2501237,0.3659587,0.2645823,0.3136023,0.2583358,0.3207276,0.2926771,0.3108001,0.3479206,0.3169515,0.3050075,0.2992007,0.3172207,0.3586142,0.3222896,0.3236976,0.3253049,0.3256624,0.3261759,,,,,,,
EA12.1.0.319.0.UTKG,EA12,1,0,319,0,UTKG,Euro area (12 countries),01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2659857,0.2433168,0.3427513,0.2761139,0.2529732,0.253424,0.2463856,0.2703802,0.4664822,0.3722661,0.2934461,0.2594122,0.2647171,0.2563742,0.3748021,0.2708506,0.3212787,0.2647421,0.3288732,0.3000858,0.3186685,0.3568018,0.3252142,0.3132343,0.3073568,0.3261993,0.3690428,0.3319256,0.3339016,0.3351734,0.3360198,0.3367483,,,,,,,
BEL.1.0.319.0.UTKG,BEL,1,0,319,0,UTKG,Belgium,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3616339,0.3874708,0.3641207,0.4110499,0.4218605,0.4582325,0.4563151,0.4596058,0.494452,0.7333071,0.6040558,0.6622451,0.6448132,0.6738156,0.6426447,0.7147569,0.7318109,0.8552981,1.0068008,0.9626176,0.8756841,0.7810401,0.815616,0.8209069,0.7072971,0.7089151,0.8060513,0.6922525,0.6639689,0.6928683,0.6767255,0.6576588,,,,,,,
BGR.1.0.319.0.UTKG,BGR,1,0,319,0,UTKG,Bulgaria,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1332623,0.1188767,0.0730335,0.1046862,0.1162004,0.1141338,0.1281195,0.1247479,0.1752283,0.2050906,0.2575651,0.3932217,0.4981535,0.4987161,0.2607217,0.2266063,0.2335863,0.229179,0.2427863,0.248254,0.2499682,0.2659691,0.2600236,0.2601528,0.2611201,0.2785568,0.3557256,0.3178902,0.2878537,0.3180503,0.3180503,0.3180503,,,,,,,
CZE.1.0.319.0.UTKG,CZE,1,0,319,0,UTKG,Czechia,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0244465,0.0253184,0.028904,0.0254509,0.0235966,0.0244614,0.026509,0.027658,0.0305309,0.0201439,0.0224115,0.0228029,0.0120312,0.0063405,0.0059561,0.0056286,0.0055917,0.005609,0.0036939,0.0002284,0.0002365,0.000351,0.0005599,0.0004018,0.0002038,0.0006005,0.0003329,0.0003546,0.0003019,0.0002996,0.0002956,0.0002916,,,,,,,
DNK.1.0.319.0.UTKG,DNK,1,0,319,0,UTKG,Denmark,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2327164,0.2127587,0.1934149,0.1895854,0.2012925,0.2263981,0.204332,0.1863293,0.1953585,0.2209086,0.2004932,0.2101777,0.2238484,0.263024,0.2126591,0.2011147,0.2592329,0.2082477,0.2035592,0.1960347,0.2549988,0.2017587,0.1994895,0.2143931,0.3720639,0.2869433,0.2576806,0.261723,0.2394516,0.2814023,0.2826224,0.2840667,,,,,,,
DEU.1.0.319.0.UTKG,DEU,1,0,319,0,UTKG,Germany,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0848198,0.0900643,0.0876324,0.0973874,0.0952667,0.1062969,0.1052268,0.1216431,0.1473109,0.140398,0.1398296,0.1362802,0.150392,0.1870879,0.1762903,0.1549761,0.1652099,0.1841926,0.1819734,0.168383,0.1544867,0.1537291,0.1615468,0.1826362,0.2038468,0.219204,0.1835424,0.1985352,0.1976588,0.2509552,0.2658808,0.2333422,0.2218346,0.232065,0.2444825,0.2477978,,,,,,,
EST.1.0.319.0.UTKG,EST,1,0,319,0,UTKG,Estonia,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
IRL.1.0.319.0.UTKG,IRL,1,0,319,0,UTKG,Ireland,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1382428,0.172243,0.1623902,0.1763006,0.207241,0.2074744,0.138751,0.1115458,0.1467953,0.1283118,0.16071,0.1918166,0.2193136,0.1962805,0.1568549,0.1463758,0.1414234,0.1610007,0.1519711,0.1785196,0.1470587,0.1486934,0.1453377,0.1547784,0.145927,0.1321273,0.1295589,0.1180185,0.1242863,0.160073,0.154184,0.1508255,,,,,,,
GRC.1.0.319.0.UTKG,GRC,1,0,319,0,UTKG,Greece,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3192791,0.291067,0.3075726,0.2799659,0.2518108,0.3194743,0.2902901,0.2366234,0.1671491,0.1715146,0.2022864,0.1516574,0.1321512,0.2571885,0.2236233,0.1118116,0.1228652,0.0866061,0.090953,0.0778091,0.0946609,0.0779601,0.1009142,0.0885859,0.1458031,0.114003,0.1246106,0.12605,0.1150104,0.1111237,0.1111546,0.111185,,,,,,,
ESP.1.0.319.0.UTKG,ESP,1,0,319,0,UTKG,Spain,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3254689,0.3395058,0.4726661,0.3607178,0.3706056,0.3840517,0.358652,0.3674588,0.388821,0.4197386,0.4650251,0.4833946,0.4963152,0.4354423,0.4017745,0.3918692,0.3641842,0.3746269,0.4944172,0.54353,0.5835645,0.5725012,0.488537,0.4615286,0.4394956,0.4130307,0.5012651,0.4060048,0.3678777,0.3500192,0.35685,0.3735205,,,,,,,
FRA.1.0.319.0.UTKG,FRA,1,0,319,0,UTKG,France,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.199892,0.2215515,0.2143421,0.2926435,0.229089,0.2462109,0.2351673,0.2428016,0.3091467,0.3097358,0.3401121,0.3387659,0.3698365,0.4013546,0.3897604,0.3753838,0.3891009,0.3510456,0.3883001,0.4725243,0.4155037,0.470416,0.4687424,0.4780171,0.4531371,0.4545363,0.5076329,0.5111099,0.4521076,0.4597817,0.3966835,0.3854657,0.3876608,0.5062989,0.4657406,0.4986436,0.4872934,0.5667753,0.5695802,0.6339016,0.6191403,0.6363768,0.6627769,0.759698,0.7151854,0.7572504,0.7339927,0.7339927,0.7339927,,,,,,,
HRV.1.0.319.0.UTKG,HRV,1,0,319,0,UTKG,Croatia,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0133621,0.0155928,0.0137402,0.0036805,0.0022412,0.0020863,0.001553,0.0010602,0.0009629,0.000892,0.0011055,0.0010128,0.0009245,0.0010739,0.0015666,0.0011238,0.0024342,0.0024557,0.0024409,0.0035657,0.0030454,0.0039941,0.0022117,0.0021066,0.0030962,0.0023647,0.0023994,0.0025142,0.0023059,0.0032707,0,0,,,,,,,
ITA.1.0.319.0.UTKG,ITA,1,0,319,0,UTKG,Italy,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5325481,0.2748759,0.6593969,0.361356,0.1063225,0.0875682,0.0800842,0.2194726,1.2809189,0.5744649,0.1247437,0.0144243,0.0184373,0.0296279,0.7736852,0.2173745,0.4215132,0.0935759,0.2562204,0.096768,0.0729884,0.3143959,0.1332765,0.0885392,0.0693988,0.0565265,0.0866211,0.0854323,0.0755845,0.0830679,0.0707851,0.0687326,,,,,,,
CYP.1.0.319.0.UTKG,CYP,1,0,319,0,UTKG,Cyprus,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1028871,0.0664202,0.0453816,0.065123,0.0452137,0.066069,0.0472983,0.0261008,0.0599442,0.630032,0.8359021,0.005625,0.0194158,0.0063126,0.0080319,0.0025692,0.0040286,0.0123106,0.0022173,0.001144,0.0027864,0.0005259,0.0009846,0.0036684,0.0017093,0.0008939,0.0023365,0.001702,0,0.0002979,0.0004208,0.0005591,,,,,,,
LVA.1.0.319.0.UTKG,LVA,1,0,319,0,UTKG,Latvia,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.0004375,0.0005645,0.0007632,0.0010433,0.0162255,0.0185424,0.022616,0.0192442,0.0196158,0.0192851,0.0222716,0.0295298,0.0431262,0.0444115,0.0422798,0.0475253,0.0529983,0.0506085,0.0623533,0.0478398,0.0366754,0.0381264,0.0365199,0.0348473,,,,,,,
LTU.1.0.319.0.UTKG,LTU,1,0,319,0,UTKG,Lithuania,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.0015292,0.0046988,0.0037365,0.0049282,0.0046033,0.0017992,0.0027303,0.0033356,0.0050001,0.0061996,0.0055074,0.0066732,0.0039764,0.0032189,0.0036101,0.0037277,0.0035704,0.0037392,0.0038639,0.0040213,0.0039175,0.0038587,0.0039789,0.0045872,0.0045956,0.0048785,0.005484,0.0051518,0.0048834,,,,,,,
LUX.1.0.319.0.UTKG,LUX,1,0,319,0,UTKG,Luxembourg,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1011192,0.1063156,0.1219076,0.0932656,0.1415239,0.1001478,0.0993723,0.1295425,0.1818716,0.1443096,0.1452727,0.1389025,0.1236654,0.1332931,0.1340051,0.1182943,0.0979842,0.152817,0.146269,0.1422246,0.13688,0.1528428,0.1904286,0.1504485,0.1829367,0.1309783,0.1618302,0.1894927,0.1742149,0.1559741,0.1530629,0.1530369,,,,,,,
HUN.1.0.319.0.UTKG,HUN,1,0,319,0,UTKG,Hungary,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0532825,0.0492095,0.0535153,0.0568098,0.0543655,0.0532972,0.0573929,0.0615964,0.0657969,0.0881279,0.0925643,0.0880316,0.0664082,0.0606833,0.0516439,0.0319095,0.0261897,0.0259689,0.0236889,0.0290799,0.0320122,0.0385463,0.0468686,0.0375511,0.041685,0.0316466,0.0300879,0.0302361,0.02408,0.0271997,0.0266191,0.0259487,,,,,,,
MLT.1.0.319.0.UTKG,MLT,1,0,319,0,UTKG,Malta,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1409545,0.1308595,0.1468532,0.1102347,0.1099284,0.1067953,0.1077902,0.1177788,0.1302201,0.1918093,0.3404053,0.2732053,0.2717114,0.2421222,0.2226587,0.2142239,0.2104422,0.2152562,0.1562235,0.1318663,0.1467508,0.1463504,0.1539599,0.1513315,0.1788387,0.1573053,0.1757,0.1981391,0.1699011,0.1668828,0.078166,0.0735477,,,,,,,
NLD.1.0.319.0.UTKG,NLD,1,0,319,0,UTKG,Netherlands,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.318454,0.3347813,0.3346318,0.3525488,0.3596395,0.3748416,0.3128747,0.3772114,0.3260821,0.3248848,0.3487477,0.3520336,0.3404119,0.3189011,0.3310202,0.302478,0.2684398,0.2433792,0.2886261,0.2468219,0.2535846,0.2782657,0.26716,0.2398152,0.2358493,0.2797432,0.3027312,0.2806343,0.2935559,0.3069354,0.3069354,0.3069354,,,,,,,
AUT.1.0.319.0.UTKG,AUT,1,0,319,0,UTKG,Austria,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0466243,0.0492779,0.0481418,0.0535042,0.0588876,0.052343,0.0755653,0.0657876,0.0681048,0.0641801,0.0553427,0.0495951,0.0549842,0.0488853,0.0453342,0.0152491,0.0164943,0.0100035,0.2326617,0.0895692,0.0256633,0.0154218,0.0074273,0.0217752,0.002747,0.0036496,0.0031903,0.0095601,0.0191578,0.0062145,0.0057214,0.005267,,,,,,,
POL.1.0.319.0.UTKG,POL,1,0,319,0,UTKG,Poland,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0127028,0.0147612,0.0165923,0.0193704,0.0215593,0.0228824,0.0278873,0.0241789,0.0211764,0.0237908,0.0243835,0.0237568,0.0275762,0.026658,0.022753,0.0201158,0.0178396,0.0180614,0.0153868,0.0153785,0.0135944,0.0149521,0.0147734,0.0139226,0.0140454,0.0132464,0.0159683,0.0178983,0.0174217,0.0163407,0.0151822,0.0142993,,,,,,,
PRT.1.0.319.0.UTKG,PRT,1,0,319,0,UTKG,Portugal,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0640244,0.063274,0.0695782,0.0757947,0.0786768,0.080209,0.0670226,0.0737263,0.0718844,0.0176685,0.0433925,0.0138337,0.0054706,0.0045784,0.000171,0.0472033,0,0.1533772,0.000996,0,0,0.000161,0,0.0000976,0,0.0000497,0,0.000041,0.0000373,0,0,0,,,,,,,
ROM.1.0.319.0.UTKG,ROM,1,0,319,0,UTKG,Romania,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
SVN.1.0.319.0.UTKG,SVN,1,0,319,0,UTKG,Slovenia,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0784419,0.053601,0.0560366,0.2000517,0.1629792,0.0865368,0.1080355,0.0787191,0.0221466,0.0571462,0.027607,0.0180543,0.0248734,0.0291717,0.0305607,0.0378633,0.0321623,0.0267716,0.0235563,0.025811,0.024939,0.0308149,0.0287152,0.0241078,0.0377935,0.0256961,0.0283723,0.0357238,0.0332284,0.1673482,0.1552766,0.1551945,,,,,,,
SVK.1.0.319.0.UTKG,SVK,1,0,319,0,UTKG,Slovakia,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0091373,0.022384,0.0148504,0.0177267,0.0236596,0.0259231,0.0242805,0.0244149,0.018927,0.0085876,0.0011139,0.0004792,0.0001583,0.0001459,0.0000781,0.0000291,0.000014,0.0000136,0.0000134,0,-0.0000124,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
FIN.1.0.319.0.UTKG,FIN,1,0,319,0,UTKG,Finland,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0772307,0.0825879,0.0973787,0.095897,0.0792339,0.0802985,0.076255,0.0841874,0.0943278,0.0973628,0.1065496,0.1117629,0.1286017,0.1422066,0.1351852,0.1606668,0.1923626,0.2018884,0.1810211,0.1875106,0.1696224,0.2147543,0.221191,0.2358197,0.252979,0.2698224,0.2662278,0.3045001,0.2709045,0.2973397,0.2951429,0.2921422,0.2453771,0.33513,0.2421108,0.2056902,0.1998432,0.2540199,0.3174494,0.2424036,0.3002017,0.2419837,0.4045286,0.2983981,0.3140224,0.337159,0.3320416,0.33855,0.4289139,0.4609446,0.4573899,0.4307261,,,,,,,
SWE.1.0.319.0.UTKG,SWE,1,0,319,0,UTKG,Sweden,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067246,0.0742918,0.1140702,0.0793224,0.0984338,0.099789,0.1050498,0.1157012,0.1112265,0.1142718,0.0921736,0.090269,0.037306,0.0038492,0.0006944,0.0004717,0.0000602,0.0002816,0.000081,-0.0001074,-0.0001051,0.0000505,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
GBR.1.0.319.0.UTKG,GBR,1,0,319,0,UTKG,United Kingdom,01 Revenue (ESA 2010),Capital taxes: general government :- ESA 2010 ,(Percentage of GDP at current prices (excessive deficit procedure)) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2181096,0.1949442,0.1920108,0.1971368,0.1787204,0.1676578,0.1659966,0.177335,0.1691991,0.1783587,0.1679244,0.1797695,0.1870121,0.2012261,0.2090504,0.1998424,0.1919999,0.2170664,0.2252012,0.2428606,0.2503501,1.5733559,0.2715647,0.164247,0.1765919,0.1825858,0.2388623,0.2086427,0.2332436,0.2412076,0.2583936,0.2486638,0.2311631,0.2496808,0.2635425,0.2694714,0.2775539,0.2862165,0.2914352,0.2992997,,,,,,,
